,sentence,outlet,topic,type,group_id,num_sent,Label_bias,Label_opinion,biased_words,outliers,tokenized_sentence
1111,"For the most part however, Biden’s campaign has faded into the background of American politics as the nation struggles to combat the coronavirus pandemic and a new surge in violent demonstrations engulfing the country in a storm of anarchy.",federalist,coronavirus,right,56,1,Biased,No agreement,"['violent', 'surge', 'faded', 'struggles', 'demonstrations', 'storm', 'anarchy']","{'coronavirus', 'pandemic', 'american', 'surge', 'demonstrations', 'engulfing', 'faded'}","['for', 'the', 'most', 'part', 'however,', 'biden’s', 'campaign', 'has', 'faded', 'into', 'the', 'background', 'of', 'american', 'politics', 'as', 'the', 'nation', 'struggles', 'to', 'combat', 'the', 'coronavirus', 'pandemic', 'and', 'a', 'new', 'surge', 'in', 'violent', 'demonstrations', 'engulfing', 'the', 'country', 'in', 'a', 'storm', 'of', 'anarchy.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1112,"Model and left-wing activist Emily Ratajkowski celebrated Easter Sunday, the most important day in the Christian calendar, by posting racy photos of herself in a thong.",breitbart,gender,right,56,1,Biased,No agreement,"['left-wing', 'racy', 'calendar']","{'model', 'activist', 'emily', 'easter', 'celebrated', 'photos', 'christian', 'left-wing'}","['model', 'and', 'left-wing', 'activist', 'emily', 'ratajkowski', 'celebrated', 'easter', 'sunday,', 'the', 'most', 'important', 'day', 'in', 'the', 'christian', 'calendar,', 'by', 'posting', 'racy', 'photos', 'of', 'herself', 'in', 'a', 'thong.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1113,"Even if Trump is “unraveling” as Never Trumpers are wont to claim, his supporters won’t disappear on November 4th. George Will and the leftists many Never Trumpers now ally themselves with must reconcile their perception of the American people with reality.",federalist,trump-presidency,right,56,2,Biased,Expresses writer’s opinion,"['reality', 'unraveling', 'Never', 'Trumpers', 'leftists']","{'reconcile', 'american', 'leftists', 'george', 'reality.', 'november', 'trump'}","['even', 'if', 'trump', 'is', '“unraveling”', 'as', 'never', 'trumpers', 'are', 'wont', 'to', 'claim,', 'his', 'supporters', 'won’t', 'disappear', 'on', 'november', '4th.', 'george', 'will', 'and', 'the', 'leftists', 'many', 'never', 'trumpers', 'now', 'ally', 'themselves', 'with', 'must', 'reconcile', 'their', 'perception', 'of', 'the', 'american', 'people', 'with', 'reality.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1114,"Remember how incensed people got when Trump floated his (admittedly, impractical) ideological test for immigrants.",federalist,white-nationalism,right,56,1,Biased,Expresses writer’s opinion,"['incensed', 'impractical', 'floated']","{'incensed', 'floated', 'trump'}","['remember', 'how', 'incensed', 'people', 'got', 'when', 'trump', 'floated', 'his', '(admittedly,', 'impractical)', 'ideological', 'test', 'for', 'immigrants.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1115,President Donald Trump addressed an audience of the global business elite in Davos on Tuesday to make the case that ordinary Americans have been the chief beneficiaries of his administration’s “America first” maxim.,msnbc,middle-class,left,56,1,Biased,Entirely factual,"['addressed', 'elite', 'maxim']","{'americans', 'beneficiaries', 'donald', 'tuesday', 'davos', 'trump'}","['president', 'donald', 'trump', 'addressed', 'an', 'audience', 'of', 'the', 'global', 'business', 'elite', 'in', 'davos', 'on', 'tuesday', 'to', 'make', 'the', 'case', 'that', 'ordinary', 'americans', 'have', 'been', 'the', 'chief', 'beneficiaries', 'of', 'his', 'administration’s', '“america', 'first”', 'maxim.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1116,"Gun control groups hit back, saying the closures are strictly a public health matter — even as a number of sympathetic Democratic governors acknowledge bowing to pressure from lawsuits and the Trump administration.",msnbc,gun-control,left,56,1,Biased,No agreement,"['sympathetic', 'Democratic', 'governors', 'bowing', 'hit', 'back']","{'lawsuits', 'administration.', 'bowing', 'governors', 'closures', 'trump', 'sympathetic'}","['gun', 'control', 'groups', 'hit', 'back,', 'saying', 'the', 'closures', 'are', 'strictly', 'a', 'public', 'health', 'matter', '—', 'even', 'as', 'a', 'number', 'of', 'sympathetic', 'democratic', 'governors', 'acknowledge', 'bowing', 'to', 'pressure', 'from', 'lawsuits', '\xa0', 'and', 'the', 'trump', 'administration.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1117,"This would be enough of a problem in normal times, but now, experts say, the widespread, sometimes indiscriminate use of tear gas on American civilians in the midst of a respiratory pandemic threatens to worsen the coronavirus, along with racial disparities in its spread and who dies from it.",alternet,coronavirus,left,56,1,No agreement,Entirely factual,"['widespread', 'indiscriminate', 'disparities', 'racial']","{'respiratory', 'pandemic', 'american', 'indiscriminate', 'threatens', 'racial', 'worsen', 'disparities', 'civilians'}","['this', 'would', 'be', 'enough', 'of', 'a', 'problem', 'in', 'normal', 'times,', 'but', 'now,', 'experts', 'say,', 'the', 'widespread,', 'sometimes', 'indiscriminate', 'use', 'of', 'tear', 'gas', 'on', 'american', 'civilians', 'in', 'the', 'midst', 'of', 'a', 'respiratory', 'pandemic', 'threatens', 'to', 'worsen', 'the', 'coronavirus,', 'along', 'with', 'racial', 'disparities', 'in', 'its', 'spread', 'and', 'who', 'dies', 'from', 'it.', 'PADDED']"
1118," Democracy probably cannot survive, after all, if one of our two major political parties is indifferent to its fate.",alternet,gun-control,left,56,1,Biased,Expresses writer’s opinion,"['indifferent', 'cannot', 'survive', 'probably']",{'indifferent'},"['\xa0', 'democracy', 'probably', 'cannot', 'survive,', 'after', 'all,', 'if', 'one', 'of', 'our', 'two', 'major', 'political', 'parties', 'is', 'indifferent', 'to', 'its', 'fate.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1119,"Since Trump was elected, the Fox News programming that promotes white nationalist ideas has slowly grown both in airtime and in severity. ",alternet,white-nationalism,left,56,1,Biased,No agreement,"['promotes', 'severity', 'white', 'nationalist', 'ideas']","{'trump', 'programming', 'promotes', 'nationalist', 'airtime'}","['since', 'trump', 'was', 'elected,', 'the', 'fox', 'news', 'programming', 'that', 'promotes', 'white', 'nationalist', 'ideas', 'has', 'slowly', 'grown', 'both', 'in', 'airtime', 'and', 'in', 'severity.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1120,President Donald Trump is getting called out on social media after posing in front of a church with a Bible ― a photo-op possible only after police fired tear gas and rubber bullets at peaceful protesters to clear the area. ,huffpost,trump-presidency,left,57,1,No agreement,Somewhat factual but also opinionated,"['peaceful', 'photo-op']","{'donald', 'bible', 'trump', 'photo-op', 'posing', 'protesters', 'rubber', 'bullets'}","['president', 'donald', 'trump', 'is', 'getting', 'called', 'out', 'on', 'social', 'media', 'after', 'posing', 'in', 'front', 'of', 'a', 'church', 'with', 'a', 'bible', '―', 'a', 'photo-op', 'possible', 'only', 'after', 'police', 'fired', 'tear', 'gas', 'and', 'rubber', 'bullets', 'at', 'peaceful', 'protesters', 'to', 'clear', 'the', 'area.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1121,"The institute attributes the growth to billionaires’ use of tax cuts, tax exemptions and offshore tax havens.",usa-today,middle-class,center,57,1,Non-biased,Entirely factual,['tax'],"{'institute', 'exemptions', 'attributes', 'offshore'}","['the', 'institute', 'attributes', 'the', 'growth', 'to', 'billionaires’', 'use', 'of', 'tax', 'cuts,', 'tax', 'exemptions', 'and', 'offshore', 'tax', 'havens.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1122,Five of eight gun control bills endorsed by Democratic Gov. Ralph Northam have been approved in both houses of the General Assembly and will head to Northam for signature. ,usa-today,gun-control,center,57,1,Non-biased,Entirely factual,[],"{'signature.', 'assembly', 'northam', 'endorsed', 'ralph'}","['five', 'of', 'eight', 'gun', 'control', 'bills', 'endorsed', 'by', 'democratic', 'gov.', 'ralph', 'northam', 'have', 'been', 'approved', 'in', 'both', 'houses', 'of', 'the', 'general', 'assembly', '\xa0', 'and', 'will', 'head', '\xa0', 'to', '\xa0', 'northam', 'for', 'signature.', '\xa0', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1123,"Violence against women has plagued Mexico for years and the many killings of women drew international attention when they spiked in the 1990s, about the time of the signing of the North American Free Trade Agreement and of an increase in Juarez of manufacturing plants known as maquiladoras.",msnbc,gender,left,57,1,Non-biased,Entirely factual,['plagued'],"{'mexico', 'american', 'manufacturing', 'juarez', 'killings', 'plagued', 'spiked', 'plants'}","['violence', 'against', 'women', 'has', 'plagued', 'mexico', 'for', 'years', 'and', 'the', 'many', 'killings', 'of', 'women', 'drew', 'international', 'attention', 'when', 'they', 'spiked', 'in', 'the', '1990s,', 'about', 'the', 'time', 'of', 'the', 'signing', 'of', 'the', 'north', 'american', 'free', 'trade', 'agreement', 'and', 'of', 'an', 'increase', 'in', 'juarez', 'of', 'manufacturing', 'plants', 'known', 'as', 'maquiladoras.', 'PADDED', 'PADDED']"
1124,Logging and mining operations have accelerated their destruction of sizable patches of the Amazon rainforest during the coronavirus pandemic.,msnbc,coronavirus,left,57,1,No agreement,Entirely factual,"['accelerated', 'destruction', 'sizable']","{'mining', 'sizable', 'coronavirus', 'patches', 'accelerated', 'amazon', 'logging', 'rainforest'}","['logging', 'and', 'mining', 'operations', 'have', 'accelerated', 'their', 'destruction', 'of', 'sizable', 'patches', 'of', 'the', 'amazon', 'rainforest', 'during', 'the', 'coronavirus', 'pandemic.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1125,"Two years after filling the streets of U.S. cities to protest the start of Donald Trump’s presidency, women will march again this weekend to try to build political pressure against him ahead of the 2020 elections.",reuters,gender,center,57,1,Non-biased,Entirely factual,['pressure'],"{'march', 'donald'}","['two', 'years', 'after', 'filling', 'the', 'streets', 'of', 'u.s.', 'cities', 'to', 'protest', 'the', 'start', 'of', 'donald', 'trump’s', 'presidency,', 'women', 'will', 'march', 'again', 'this', 'weekend', 'to', 'try', 'to', 'build', 'political', 'pressure', 'against', 'him', 'ahead', 'of', 'the', '2020', 'elections.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1126,"New laws in Virginia demonstrate that state lawmakers can deliver sweeping gun control measures even in a state where a vocal, well-organized opposition is fierce about protecting its guns and proud of its hunting tradition.",alternet,gun-control,left,57,1,No agreement,Somewhat factual but also opinionated,"['proud', 'fierce', 'sweeping']","{'virginia', 'well-organized', 'lawmakers', 'tradition.'}","['new', 'laws', 'in', 'virginia', 'demonstrate', 'that', 'state', 'lawmakers', 'can', 'deliver', 'sweeping', 'gun', 'control', 'measures', 'even', 'in', 'a', 'state', 'where', 'a', 'vocal,', 'well-organized', 'opposition', 'is', 'fierce', 'about', 'protecting', 'its', 'guns', 'and', 'proud', 'of', 'its', 'hunting', 'tradition.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1127,"Today, the same propaganda is created quickly in the form of digital memes and other media that can be shared widely across the internet, she said.",msnbc,white-nationalism,left,57,1,Non-biased,Entirely factual,['propaganda'],"{'digital', 'propaganda', 'memes'}","['today,', 'the', 'same', 'propaganda', 'is', 'created', 'quickly', 'in', 'the', 'form', 'of', 'digital', 'memes', 'and', 'other', 'media', 'that', 'can', 'be', 'shared', 'widely', 'across', 'the', 'internet,', 'she', 'said.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1128,"Trump's decision to remove the troops near the Turkish border has allowed Turkey to lodge an attack on U.S. Kurdish allies who helped in the fight against the Islamic State terrorist group, also known as ISIS.",usa-today,international-politics-and-world-news,center,57,1,Non-biased,Entirely factual,['helped'],"{'border', 'kurdish', 'islamic', 'turkish', 'lodge', 'turkey'}","[""trump's"", 'decision', 'to', 'remove', 'the', 'troops', 'near', 'the', 'turkish', 'border', 'has', 'allowed', 'turkey', 'to', 'lodge', 'an', 'attack', 'on', 'u.s.', 'kurdish', 'allies', 'who', 'helped', 'in', 'the', 'fight', 'against', 'the', 'islamic', 'state', 'terrorist', 'group,', 'also', 'known', 'as', 'isis.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1129,House Democrats’ Chinese coronavirus relief package bails out coastal millionaires and billionaires while ensuring big businesses are able to freely hire illegal aliens and visa overstayers over unemployed Americans.,breitbart,middle-class,right,57,1,Biased,No agreement,"['relief', 'freely', 'Chinese', 'coronavirus', 'bails', 'out', 'illegal', 'aliens']","{'bails', 'millionaires', 'coronavirus', 'overstayers', 'unemployed', 'coastal', 'chinese', 'billionaires', 'aliens', 'package'}","['house', 'democrats’', 'chinese', 'coronavirus', 'relief', 'package', 'bails', 'out', 'coastal', 'millionaires', 'and', 'billionaires', 'while', 'ensuring', 'big', 'businesses', 'are', 'able', 'to', 'freely', 'hire', 'illegal', 'aliens', 'and', 'visa', 'overstayers', 'over', 'unemployed', 'americans.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
1130,"As dear leader Mitch McConnell (R-Ky.) is fond of saying, “winners make policy, losers go home.” And yet unfortunately, Republicans in the Senate refuse to take the phrase to heart. Which is a real shame. We are just under 280 days into the Trump presidency, yet beyond nominations, Congress has made almost no progress passing the agenda America elected them to enact.",breitbart,trump-presidency,right,57,4,Biased,Expresses writer’s opinion,"['shame', 'refuse', 'dear', 'real', 'leader']","{'congress', 'mitch', 'mcconnell', 'heart.', 'losers', 'republicans', 'senate', 'trump', 'shame.'}","['as', 'dear', 'leader', 'mitch', 'mcconnell', '(r-ky.)', 'is', 'fond', 'of', 'saying,', '“winners', 'make', 'policy,', 'losers', 'go', 'home.”', 'and', 'yet', 'unfortunately,', 'republicans', 'in', 'the', 'senate', 'refuse', 'to', 'take', 'the', 'phrase', 'to', 'heart.', 'which', 'is', 'a', 'real', 'shame.', 'we', 'are', 'just', 'under', '280', 'days', 'into', 'the', 'trump', 'presidency,', 'yet', 'beyond', 'nominations,', 'congress', 'has']"
1131,The photograph of Katie Bouman sitting in front of her computer with the first black hole image instantly made her the face of the project — which is why an informal coterie of sexist trolls kicked off a sexist investigation to invalidate her contributions.,alternet,gender,left,57,1,Biased,Somewhat factual but also opinionated,"['sexist', 'trolls', 'invalidate']","{'coterie', 'invalidate', 'trolls', 'sexist', 'informal', 'photograph', 'katie'}","['the', 'photograph', 'of', 'katie', 'bouman', 'sitting', 'in', 'front', 'of', 'her', 'computer', 'with', 'the', 'first', 'black', 'hole', 'image', 'instantly', 'made', 'her', 'the', 'face', 'of', 'the', 'project', '—', 'which', 'is', 'why', 'an', 'informal', 'coterie', 'of', 'sexist', 'trolls', 'kicked', 'off', 'a', 'sexist', 'investigation', 'to', 'invalidate', 'her', 'contributions.', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED', 'PADDED']"
